,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
28,60,17599.83,18708,44157,1843,762,2134,8325.193,0.473026899,363,3238.29,3388,7224,212,121,243,1147.79,0.35444324,20,3985.32,4832,7666.8,195,124,210,1875.28,0.470546907,19,3982.93,4732,10426,338,182,401,1442.534,0.362179099,21,16427.03,6522,54498,847,225,1852,9691.76,0.589988574,224,6607.04,4298,16538,393,137,579,2883.04,0.436358793,87,4714.29,7030,12374,494,281,555,2464.464,0.522764616,117,7295.14,5432,21804,876,247,1020,1940.12,0.265946918,140,8615.61,2118,30512,776,81,1109,2497.41,0.289870363,104,2431.14,0,10140,158,0,348,1115.54,0.458854694,60,25337.26,18812,86912,4015,1023,4976,12502.566,0.493445858,284,12620.45,6940,39660,1509,347,1864,5936.29,0.470370708,175,4934.4,4298.5,20466.2,363,137,628,1157.27,0.234531047,82,3923.21,0,18800,123,0,235,1871.64,0.477068523,26,1930.18,0,5640,189,0,221,835.98,0.433109865,28
29,62,43605.03,62504,124873,4838,2480,6254,19127.982,0.438664576,385,5239.75,4396,13976,368,157,486,1543.01,0.294481607,22,10355.59,6054,33856.4,499,153,878,4833.51,0.466753705,31,9871.55,7228,25064,876,278,964,3312.14,0.335523803,25,23823.41,8536,61266,1281,290,2159,13816.28,0.579945524,222,3999.74,6960,5320,231,219,192,1883.49,0.470903109,55,10156.04,18568,31378,1146,738,1457,4910.003,0.483456446,133,14730.21,5072,42608,1841,233,2041,3896.33,0.264512862,135,15698.6,3644,56470,1500,139,2089,4230.36,0.269473711,114,3435.4,0,14304,243,0,510,1407.16,0.409605868,58,58237.79,43160,196724,9522,2302,11447,28366.597,0.487082305,284,28116.01,15800,91318,3358,790,4292,13283.683,0.472459748,184,11907.45,6344,34967.9,905,210,1112,2793.69,0.234616983,84,7568.09,0,36605,235,0,433,3605.5,0.476408182,25,4668.79,0,13276,475,0,524,1943.4,0.416253462,23
30,63,28129.48,38732,84932,3040,1639,4033,12384.97,0.440284356,380,6291.33,8988,9968,423,321,345,1860.83,0.295776887,22,7232.84,4990,14637.6,358,129,389,3282.92,0.453890864,26,7509.62,9724,16978,653,374,653,2630.966,0.350346089,23,12371.07,6828,30960,639,242,1071,7161.77,0.578912738,163,5426.65,5652,12432,320,176,430,2319.6,0.42744603,69,2621.4,11622,15244,284,463,704,1274.674,0.486256962,118,8278.36,3662,24388,1004,174,1158,2179.65,0.263294904,130,9379.79,3192,30808,843,115,1143,2726.34,0.290661092,98,2921.76,0,12204,203,0,432,1319.834,0.451725672,60,35646.17,28088,116308,5689,1543,6712,17520.886,0.491522259,265,18089.17,11940,61382,2198,597,2913,8417.975,0.465359936,182,6582.49,4806.5,23587.8,481,162,745,1698.59,0.258046727,87,5657.37,0,25700,160,0,313,2886.78,0.510268906,30,2123.88,0,6800,230,0,265,779.78,0.367148803,25
31,64,31773,34288,85483,3411,1390,4061,14290.456,0.449767287,394,5351.56,5460,11304,371,195,388,1558.32,0.291189859,26,6210.23,3728,13621.6,300,96,367,2944.97,0.47421271,22,5958.3,5538,15132,540,213,582,1934.094,0.324605005,22,25536.81,8628,60978,1265,295,2112,15129.54,0.592460061,224,10596.86,5152,28160,694,162,1031,4481.76,0.422932831,106,8750.44,13314,23142,979,520,1058,4212.161,0.481365623,135,10657.84,4018,35094,1322,188,1651,2802.96,0.262995128,136,10682.88,5050,35842,1033,180,1337,2643.63,0.247464167,109,3396.46,0,10908,244,0,384,1362.164,0.401054039,65,42787.34,22780,150244,6978,1211,8595,20554.768,0.480393687,287,21672.96,7596,65682,2620,380,3100,10145.239,0.468105833,185,9687.91,5306.5,36023.9,737,167,1142,2221.32,0.229287844,88,7302.63,210,31865,239,3,393,3404.15,0.466153975,29,2664.51,0,8038,282,0,316,1056.85,0.396639532,32
32,65,21099.68,23952,61168,2320,947,2998,9450.225,0.447884755,362,5114.21,10808,8188,350,386,279,1525.47,0.298280673,24,4676.71,4900,9888.8,219,126,266,2284.64,0.488514362,21,6324.8,3666,19812,562,141,762,2080.024,0.328867948,23,20927.39,8644,66108,1063,294,2205,12323.28,0.588858907,226,5759.49,4548,17864,341,148,612,2507.85,0.435429179,89,5903.87,9594,18342,643,374,813,3006.24,0.509198204,118,9452.93,4352,28358,1131,202,1330,2621.4,0.277310844,140,9139.27,3416,35704,839,121,1306,2557.47,0.279833072,110,2929.8,0,10140,198,0,348,1239.009,0.422898833,62,38889.39,15480,148916,6415,867,8486,18875.76,0.485370431,283,17528.84,8440,57932,2126,422,2736,8112.452,0.462805981,181,5505.17,4844,21249.9,414,155,675,1332.91,0.24211968,85,5191.31,56,25495,163,1,306,2597.58,0.500370812,26,2246.35,0,6180,218,0,241,986.4,0.439112338,26
33,66,19726.75,24056,50816,2169,987,2539,8829.034,0.447566578,369,2740.21,3052,6988,178,109,236,988.96,0.360906646,22,4636.08,4748,10536.8,215,122,282,2283.07,0.49245699,21,5920.1,5512,14690,538,212,565,1874.13,0.316570666,22,23374.39,9114,68472,1214,314,2283,13686.42,0.585530574,232,6937.47,4562,19070,415,145,666,3124.63,0.450399065,89,6611.34,7076,16790,739,283,752,3168.702,0.479282869,117,9054.06,4398,26632,1075,198,1244,2506.39,0.276824982,142,9851.83,2646,37120,953,92,1372,2459.43,0.249641945,105,2877.79,0,10476,205,0,360,1163.45,0.404285928,60,34598.38,23184,116956,5600,1260,6689,16926.15,0.489217992,289,14661.51,8800,46558,1762,440,2199,6826.56,0.465610977,172,4101.89,4842,20807.6,311,154,640,989.87,0.241320464,90,4842.02,0,23335,159,0,285,2345.4,0.484384616,29,1966.24,38,6364,203,1,250,789.29,0.401420986,27
34,67,21384.19,28986,66828,2253,1213,3217,9735.259,0.45525498,382,4055.19,5796,7104,286,207,247,1079.94,0.26631058,20,4819.57,4196,12146.8,239,108,324,2224.93,0.461644919,19,5003.01,5616,14794,457,216,569,1567.802,0.31337175,23,17388.04,6914,38610,860,236,1292,10247.16,0.589322316,176,6830.1,4792,17308,408,152,606,2947,0.431472453,78,7308.97,6372,20074,776,252,898,3734.741,0.51098048,130,8906.71,3332,28634,1084,158,1335,2225.21,0.249835237,137,8706.49,3400,30028,812,116,1108,2312.24,0.265576599,106,3099.01,0,12252,206,0,432,1368.142,0.441477117,61,32364.7,17052,124380,5239,946,7050,15677.557,0.484402976,268,14772.8,8460,51418,1796,423,2409,6757.535,0.457430886,180,5773.61,4122.5,21024.7,440,130,666,1363.74,0.236202307,85,3505.66,0,18240,122,0,224,1683.53,0.480231968,29,1885.58,0,5200,194,0,205,766.34,0.406421366,24
35,68,26682.4,32366,75008,2905,1372,3621,11820.54,0.443008875,382,4730.78,3836,11508,318,137,394,1510.03,0.319192607,19,4810.02,4354,10905.6,230,112,294,2323.37,0.483027098,21,6321.57,4472,15522,547,172,597,2208.026,0.349284434,24,20323.49,9596,60762,1058,320,2100,11773.58,0.579308967,226,7842.35,3490,21640,482,105,760,3341.64,0.42610187,84,8208,13454,24982,926,526,1147,4002.791,0.487669469,133,11621.29,5520,36190,1483,259,1733,2830.08,0.243525461,133,9889.67,3200,37286,946,118,1384,2567.78,0.259642637,103,4476.68,0,12804,287,0,438,1993.604,0.445330915,60,36778.1,30904,136436,6073,1695,7821,17608.037,0.478764183,286,18008.02,12300,60834,2160,615,2873,8349.289,0.46364281,181,8310.4,4274.5,26556.8,612,137,839,1950.28,0.234679438,83,5497.19,0,26585,182,0,330,2443.6,0.444518017,24,2298.74,0,7752,231,0,303,942.99,0.410220382,25
36,70,16940.67,25380,43919,1676,1035,2003,8049.909,0.475182446,370,2990.8,6916,4876,202,247,168,982.55,0.328524141,24,2874.67,5490,5192.8,138,141,144,1388.8,0.483116323,19,2741.92,5720,7982,239,220,307,973.822,0.355160617,21,9279.31,5558,30000,452,186,989,5483.21,0.590907083,160,6173.67,4528,15256,368,146,534,2837.34,0.459587247,79,4590.21,8160,13252,464,320,586,2389.968,0.520666375,115,6703.37,4730,18766,750,220,870,2117.97,0.315956004,142,8169.43,2978,27608,726,106,989,2372.42,0.290402146,102,1736.83,0,10140,118,0,348,794.066,0.457192702,59,26140.47,17732,98120,3979,964,5567,13183.09,0.504317252,281,12925.26,7540,43834,1481,377,2054,6271.87,0.485241303,173,6763.53,4523,23877.2,482,144,741,1798.94,0.265976495,84,4066.83,0,18300,125,0,224,1989.8,0.489275431,23,993.68,24,3864,85,1,151,511.67,0.514924322,33
37,71,26394.52,40090,72245,2735,1600,3312,11863.167,0.449455682,380,4376.95,6748,8980,305,241,308,1281.45,0.292772364,21,7053.69,4466,14552.8,339,115,387,3306.68,0.468787259,19,5424.83,4966,16640,488,191,640,1764.04,0.325178854,22,14661.27,4818,32202,770,167,1108,8414.69,0.573940047,162,5988.83,4316,15024,357,139,515,2540.53,0.424211407,80,6057.71,10830,21774,657,417,975,2918.355,0.481758783,135,7836.63,3186,23926,927,152,1107,2095.43,0.267389171,125,6782.19,2454,25580,643,86,933,1736.94,0.256103117,98,2740.87,0,10140,185,0,348,1268.19,0.462696151,58,32365.47,23560,121304,5147,1280,6819,15789.282,0.487843433,279,16238.89,11060,53390,1964,553,2503,7365.06,0.453544546,182,6359.11,4965.5,20973.2,472,162,653,1537.98,0.241854599,81,4842.56,0,25200,173,0,314,2059.43,0.425277126,28,1346.72,24,4604,132,1,180,573.62,0.425938577,26
38,72,18444.56,23352,44357,2011,955,2186,8366.287,0.453591032,360,4799.99,3388,11952,323,121,415,1425.23,0.296923535,20,7738.33,3740,16260.8,371,96,432,3651.2,0.47183307,20,6526.16,4576,17056,597,176,656,2017.274,0.309105814,23,18353.46,5100,37302,911,176,1276,10885.63,0.593110509,171,5910.97,4594,15754,375,145,554,2550.57,0.431497707,80,6774.33,5540,20608,786,219,942,3353.376,0.4950122,134,8273.78,4010,24202,1006,187,1131,2224.39,0.268848096,149,6691.16,3066,23806,640,114,882,1777.65,0.265671423,108,2888.86,0,10704,206,0,366,1241.445,0.429735259,58,30111.79,19996,106264,4902,1115,6118,14892.464,0.494572525,277,17150.46,9388,50714,2017,469,2378,8157.208,0.475626193,183,5532.78,5310,20410.6,410,171,628,1284.57,0.232174422,86,3286.01,0,17035,104,0,207,1617.64,0.492280912,31,1321.04,0,3528,129,0,139,580.29,0.439267547,31
39,73,26057.25,29028,76655,2859,1224,3617,11717.016,0.449664335,392,4915.54,5012,8732,315,179,299,1716.8,0.349259695,20,4918.33,4892,10244.8,233,126,274,2362.92,0.480431366,21,5708.98,6266,14560,500,241,560,1961.262,0.343539827,22,13626.31,6142,35514,699,218,1190,7962.54,0.584350422,171,6575.24,4374,18106,405,138,630,2782.79,0.423222574,83,5073.99,11208,15472,550,437,690,2473.41,0.487468442,119,8352.11,4594,21590,995,216,1023,2347.95,0.281120579,132,7916.5,2960,30464,741,107,1128,2118.37,0.267589212,103,2497.36,0,10140,163,0,348,1101.023,0.440874764,61,34361.38,22596,120796,5479,1226,6897,16949.864,0.4932824,277,17062.07,9140,56768,2063,457,2688,7894.405,0.462687411,184,5235.9,4001.5,26524.1,364,128,822,1463.41,0.279495407,93,4916.34,0,21045,151,0,258,2329.73,0.473874874,23,1835.87,0,6564,184,0,255,772.11,0.420568995,24
40,75,17453.02,19688,48674,1908,803,2417,8065.547,0.462129018,374,4622.05,9016,4312,313,322,136,1467.32,0.317460867,20,3370.96,5552,6278.8,165,142,174,1607.35,0.476822626,23,4527.04,4810,13442,402,185,517,1510.082,0.333569396,23,13538.69,6212,46014,723,214,1606,7836.39,0.578814494,224,4232.28,4952,14508,263,157,506,1866.38,0.440986891,80,4992.28,10104,18218,535,403,827,2451.637,0.491085636,135,7510.28,4264,20856,887,201,960,2012.84,0.268011312,139,7788.66,2646,27200,733,90,988,2016.91,0.258954685,106,2663.73,0,10308,179,0,354,1190.63,0.446978485,59,30460.69,16820,111764,4989,915,6421,14696.376,0.482470226,282,11770.23,7140,44392,1443,357,2104,5446.136,0.462704297,174,5013.2,4081,21211.8,385,130,648,1051.44,0.209734301,82,4305.3,0,23345,142,0,289,2040.78,0.474015748,28,1687.54,0,6024,166,0,235,733.34,0.434561551,30
41,77,12182.26,19478,32931,1280,761,1666,5717.761,0.469351418,346,1607.53,2100,4276,106,75,147,547.03,0.34029225,19,3215.29,4504,6496.8,158,116,178,1500.39,0.4666422,18,3287.02,5746,7566,283,221,291,1164.162,0.35416943,22,8685.52,5092,25950,409,172,870,5157.23,0.593773315,167,5442.2,4714,13772,307,148,501,2574.01,0.472972327,74,3644.36,6244,11182,383,257,509,1897.399,0.520639838,115,4722.52,3664,14554,538,173,671,1404.57,0.297419598,118,4961.15,2876,19144,446,102,709,1515.87,0.305548109,99,1164.95,0,10140,81,0,348,468.013,0.401745139,60,18244.12,13724,57412,2934,760,3266,8864.495,0.485882301,271,7398.18,4960,26808,851,248,1272,3660.411,0.494771822,172,4418.83,4194,17587.6,314,134,540,1140.97,0.258206358,81,2308.34,0,14285,82,0,176,1001.92,0.434043512,20,1105.16,0,3532,105,0,139,492.96,0.44605306,27
42,79,12325.6,20394,35423,1267,799,1702,5866.849,0.475988917,364,3791.78,5516,5864,249,197,201,1255.28,0.331052962,22,4521.43,4338,9862.8,217,111,261,2130.7,0.471244717,19,3556.06,5486,8866,315,211,341,1185.222,0.333296401,21,13291.89,7658,44766,688,277,1530,7841.22,0.589925135,220,5846.26,4128,14188,349,132,505,2591.85,0.443334713,81,4153.49,6932,12108,441,272,547,2139.424,0.515090683,114,4499.1,3814,16050,551,182,756,1162.21,0.258320553,135,4703.04,3596,17020,426,130,632,1374.8,0.292321562,101,2328.03,0,10140,162,0,348,1043.33,0.448160032,58,20913.13,13858,74212,3329,746,4217,10245.071,0.489887023,270,8234.56,6720,29686,972,336,1394,3884.42,0.471721622,174,4080.5,4436,16346.6,305,143,505,988.75,0.242310991,82,3736.02,65,14930,119,1,180,1882.67,0.503923962,24,1308.6,0,4224,128,0,164,554.94,0.424071527,25
43,82,15385.06,22310,46963,1770,956,2339,6674.253,0.433813908,358,4914.07,7868,8596,329,281,292,1525.55,0.310445313,23,3972.63,4756,10476.8,200,122,281,1786.6,0.449727259,20,6093.13,5304,16224,551,204,624,1944.842,0.319186034,22,13616.86,6490,33366,719,235,1140,7747.38,0.568954957,157,6848.35,4080,18106,434,131,631,2798.4,0.408623975,77,4902.59,5834,14160,589,236,636,2285.096,0.466099755,115,6557.17,3746,21266,813,178,989,1575.94,0.240338439,127,5601.24,4724,22238,571,170,833,1256.39,0.224305689,99,2892.93,0,10248,215,0,354,1173.89,0.405778916,59,26294.9,16212,100616,4480,898,5732,12120.199,0.460933451,269,13615.02,8000,44860,1692,400,2104,6068.218,0.445700263,172,4567.52,5482,16794.9,349,176,522,956.02,0.209308334,82,4030.86,55,22315,146,1,278,1729.95,0.429176404,27,1642.19,0,5072,176,0,199,616.14,0.375194101,25
44,83,20801.31,30841,61878,2283,1303,3056,9075.004,0.436270793,375,7120.36,6860,15800,493,245,545,1974.36,0.277283733,18,7084.1,4240,23796.8,340,108,618,3286.37,0.463907906,25,5825.32,5044,14378,520,194,553,1901.936,0.326494682,23,27702.98,10514,76698,1404,347,2634,16247.89,0.586503329,233,7912.15,5346,25288,518,169,915,3129.7,0.395556202,102,5783.72,8214,19024,627,329,849,2876.691,0.497377294,121,8441.65,4472,27204,1056,206,1290,2104.13,0.249255773,133,6934.93,6418,25516,666,226,957,1802.78,0.259956481,103,2907.15,0,10788,221,0,384,1139.67,0.392023115,59,35174.8,27132,128700,5822,1526,7397,16794.142,0.477448116,279,15591.18,12580,53714,1909,629,2535,7144.603,0.458246457,173,5395.57,5194.5,17245.1,419,164,547,1142.18,0.211688478,82,4117.53,56,18540,133,1,228,1812.04,0.440079368,28,1715.73,0,5560,188,0,217,615.58,0.358786056,29
45,84,14148.91,17576,32672,1460,705,1624,6892.716,0.487155265,339,3418.56,2660,8148,225,95,277,1178.81,0.344826477,17,4488.66,4946,8392,208,127,216,2111.65,0.470441067,16,5775.48,5824,12428,472,224,478,2230.388,0.386182274,23,21953.19,6964,40704,1038,221,1403,13177.52,0.600255362,169,6194.28,4106,12220,364,128,437,2893.97,0.467200385,69,4824.48,5040,14624,510,199,654,2448.033,0.507419038,110,5748.01,2380,17008,687,112,797,1597.76,0.277967505,118,7443.45,1494,29652,694,52,1094,2168.2,0.291289657,103,3044.1,0,10248,218,0,354,1369.83,0.449995072,59,26883.34,17568,91004,4353,953,5276,13429.716,0.499555338,273,12346.35,7240,38332,1450,362,1823,6101.167,0.494167669,173,7390.96,4026,23795.6,539,131,739,1994.97,0.269920281,82,3930.42,0,15410,119,0,179,1988.28,0.505869602,20,1309.14,0,3832,130,0,151,562.14,0.429396398,28
46,86,27643.32,33814,79161,2927,1488,3963,12983.362,0.469674482,382,10490.23,4256,24388,700,152,855,3116.48,0.297084049,21,9929.2,3124,23699.6,489,80,633,4556,0.458848648,23,8000.35,2990,21190,699,115,815,2728.56,0.341055079,22,41901.85,14698,92964,2119,475,3227,24595.01,0.586967163,234,8849.39,3602,33186,539,113,1207,3888.15,0.439369267,111,13628.37,10094,33254,1516,388,1543,6878.883,0.504747303,132,11305.5,5372,32444,1342,252,1541,3312.5,0.292998983,138,13320.21,12884,35472,1225,451,1339,3712.91,0.278742602,105,5329.68,0,13848,358,0,486,2392.91,0.448978175,61,50128.02,46064,165148,8046,2513,9491,25106.615,0.500849924,288,19924.58,15880,69324,2361,794,3263,9482.473,0.475918338,178,2347.85,4848,7706.5,170,155,220,556.6,0.237067956,55,6141.68,0,24885,189,0,301,3108.08,0.506063488,33,2527.23,0,8206,256,0,321,1027.03,0.406385648,25
47,89,17882.16,26368,53314,1945,1073,2625,8136.372,0.454999396,360,5345.86,6916,10412,369,247,361,1450.86,0.271398802,21,8869.89,6686,23314.8,434,173,606,4064.94,0.458285277,24,6418.42,4186,15704,554,161,604,2252.34,0.350918139,22,15697.26,6492,44358,835,227,1543,9038.89,0.575825972,186,6475.95,4602,17848,413,143,616,2769.1,0.427597495,86,3690.27,9068,14138,404,356,620,1858.678,0.503669921,117,10042.68,4876,35312,1217,231,1647,2700.12,0.268864486,129,8399.66,5430,48296,811,201,1725,2027.96,0.241433582,106,2859.99,0,15720,189,0,624,1298.69,0.454089,74,24853.44,17428,101856,4056,952,5797,11765.967,0.473414022,275,13026.27,7780,46092,1539,389,2167,6003.974,0.460912756,172,9865.89,6329,41379.7,713,200,1326,2505.04,0.253909176,88,5040.64,0,28000,167,0,337,2330.21,0.462284551,21,1630.54,0,4972,162,0,196,705.04,0.432396629,27
48,91,15374.71,26276,45459,1674,1060,2143,6744.006,0.43864281,368,4165.05,5152,9192,300,184,309,1126.03,0.270352097,19,5090.59,4904,11064.8,248,126,294,2346.02,0.460854243,20,4342.15,5226,10686,401,201,411,1333.7,0.307151987,24,11749.41,5392,33072,613,188,1099,6608.75,0.562475052,163,6451.89,3940,17736,419,128,618,2646.64,0.410211581,85,4665.18,7768,13848,513,303,609,2317.491,0.496763469,114,6651.8,4142,23902,843,195,1119,1597.16,0.240109444,135,7282.83,4170,27302,706,153,1024,1763.48,0.242142134,107,2560.85,0,10476,181,0,360,1127.624,0.440331921,60,24806.2,18976,93740,4187,1050,5340,11570.294,0.466427506,278,10823.81,10100,38040,1370,505,1791,4699.336,0.434166527,172,4477.54,5422.5,20612.4,323,174,640,1094.05,0.244341759,86,3526.85,56,20370,120,1,249,1555.43,0.441025278,33,1703.07,0,5592,176,0,220,684.02,0.401639392,28
49,95,9199.62,20266,30303,993,817,1504,4219.221,0.458629922,358,1628.76,2072,2504,100,74,83,627.01,0.384961566,12,3286.79,3538,8458.8,157,91,223,1538.37,0.468046331,20,3567.8,4030,8658,311,155,333,1235.764,0.346365828,22,8640.08,5082,25758,421,173,876,5235.28,0.605929575,160,4005.01,4794,13718,239,151,493,1801.76,0.44987653,78,2970.08,5988,10990,322,244,497,1532.042,0.515825163,112,4448.45,3852,12916,514,183,594,1231.52,0.276842496,112,-108.19,0,0,-8,0,0,-37.89,0.35021721,15,1957.25,0,10140,133,0,348,846.454,0.432471069,60,14395.82,10564,52216,2312,582,2986,6989.957,0.485554626,270,5888.56,4220,26172,720,211,1239,2707.612,0.45980885,172,2746.43,4148,12672.6,207,132,397,636.93,0.231911973,80,3214.65,0,17135,96,0,209,1575.21,0.490009799,20,1209.5,0,4268,121,0,167,516.9,0.42736668,24
50,96,14682.88,17860,48328,1630,722,2384,6583.22,0.448360267,370,4943.71,5148,9812,349,184,336,1299.71,0.262901748,21,4477.08,4090,10462.8,214,105,281,2134.07,0.476665595,21,6670.18,2730,18122,572,105,697,2399.192,0.359689244,22,18143.66,5864,50688,944,205,1699,10513.2,0.579442075,225,4850.88,3956,17516,313,125,620,1952.35,0.402473366,80,4513.26,5462,14636,513,217,650,2183.734,0.483848482,117,8861.32,2886,27418,1061,133,1286,2433.47,0.2746171,127,6834.65,1170,30022,645,40,1104,1891.15,0.276700343,97,2431.31,0,10140,162,0,348,1073.61,0.441576763,60,27659.88,13088,101892,4511,730,5843,13438.569,0.485850589,275,12759.84,5940,43774,1542,297,2062,5924.183,0.464283486,173,6545.33,4503,23495.1,501,146,731,1520.69,0.23233206,84,4300.58,0,18580,126,0,214,2132.58,0.495881951,19,2089.4,0,5918,203,0,232,898,0.429788456,25
51,97,20461.55,27000,60925,2283,1129,3014,9327.622,0.455860968,373,5572.11,4956,13172,385,177,459,1563.6,0.280611833,20,5579.64,8528,9569.6,266,220,260,2638.17,0.472820827,20,9040.34,8086,18850,769,311,725,3260.022,0.36060834,24,46298.36,14884,105612,2366,465,3711,27173.02,0.58691107,249,11466.83,3346,37310,691,106,1393,5070.57,0.442194573,114,10306.85,8206,26042,1117,318,1210,5247.971,0.509173123,132,13238.19,3164,42174,1652,149,2017,3449.95,0.260605868,149,13381.68,1134,51862,1264,46,1911,3501.26,0.261645772,105,4402.19,0,15048,320,0,528,1793.864,0.407493543,59,44156.36,23844,147296,7209,1311,8468,21447.054,0.485707019,302,21558.81,8840,65710,2580,442,3110,10051.765,0.466248601,174,8778.94,5616,33879.1,668,182,1074,2023.89,0.230539222,88,5730.5,114,28015,184,2,335,2657.25,0.463702993,30,3130.59,0,10630,312,0,416,1315.24,0.42012528,33
52,99,33758.67,37586,90836,3779,1652,4636,15433.758,0.457179089,376,8756.37,3528,21648,597,126,744,2688.62,0.307047327,19,10806.79,10666,18827.6,512,268,501,5135.31,0.475192911,31,11871.45,6422,29900,1085,247,1150,3709.852,0.312502011,24,59969.04,23938,132504,3006,774,4503,35040.2,0.584304835,248,13856.94,5348,39236,878,166,1461,5948.04,0.429246284,110,15249.92,9652,40814,1759,381,1868,7399.172,0.485194152,133,13671.16,5730,41968,1675,264,1998,3741.35,0.273667341,144,17322.4,7982,71306,1629,273,2588,4677.36,0.270018011,123,4987.97,0,14868,340,0,516,2202.068,0.441475791,64,61962.71,42756,210556,10332,2309,12116,29798.348,0.480907759,309,28882.84,16988,90358,3480,849,4255,13335.396,0.461706536,185,4391.09,4220,21379.1,334,134,660,1004.08,0.228663043,86,6739.68,-77,26545,214,-1,325,3380.81,0.501627674,52,3070,18,9584,324,0,374,1197.7,0.390130293,34
53,101,20782.13,28300,56771,2300,1188,2757,9090.487,0.437418446,368,4696.19,8036,11096,342,287,385,1156.95,0.246359283,23,6288.87,9150,10042.8,303,235,271,2953.54,0.46964558,21,6302.66,8970,15444,626,345,594,1601.548,0.254106679,23,18130.17,7224,36378,934,238,1242,10492.1,0.578709411,170,6391.8,5478,18230,405,173,639,2539.36,0.39728402,95,5099.69,11418,16228,588,455,742,2426.518,0.475816765,118,8457.28,4594,26104,1077,211,1234,1958.85,0.231617021,127,9689.59,4804,45414,1006,183,1644,1934.66,0.199663763,116,3131.06,0,10944,234,0,372,1158.18,0.369900289,60,31192.11,30416,115040,5377,1666,6634,14363.249,0.460476992,290,14295.42,11322,50064,1850,566,2360,6092.057,0.426154461,176,6839.38,5048,26149.9,521,162,809,1444.44,0.211194582,81,4938.14,0,25410,157,0,303,2216.89,0.448932189,32,1864.03,0,6156,202,0,241,697.71,0.374301916,31
