Store,APT 9,,,,,,,,,CHAPS,,,,,,,,,CROFT & BARROW,,,,,,,,,GLORIA VANDERBILT,,,,,,,,,JENNIFER LOPEZ,,,,,,,,,LEE,,,,,,,,,SONOMA,,,,,,,,,TEKGEAR,,,,,,,,
,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH
77,15735.07,22163.3,48596,933,564.1666667,1113,5909.426,0.375557656,115.3333333,13568.65,23761.15,33039,601,467.5,503,2111.95,0.155649236,62.16666667,49179.96,59695.33167,111630,3703,1796.166667,3170,19783.666,0.402270884,241.6666667,8313.75,10480.01167,17845.85,379,264.8333333,415,2916.11,0.35075748,36.5,5134.18,12001.63333,20014,237,238,355,2450.295,0.477251479,41.33333333,5565.29,11701.67833,9858.75,234,291.8333333,225,1347.3,0.24208981,30,19971.6,24055.625,52196,1582,776.6666667,1484,7275.801,0.364307366,127.6666667,8432.33,11994.76667,25742,758,404.8333333,796,3533.836,0.419081796,69.16666667
79,22239.82,29043.73333,63382,1331,773.8333333,1427,8133.04,0.365697204,131.8333333,14479.78,33396.7,39659,682,644.1666667,603,1363.08,0.094136789,71,50936.66,59550.70333,120312,3952,1885,3423,20226.09,0.397083162,227.3333333,9216.7,13952.54833,22512.8,452,350.8333333,520,2647.7,0.287272017,38,6508.37,15219.2,23444,302,295.1666667,417,2867.178,0.440537032,49.83333333,8356.57,9301.998333,13873.85,343,233.8333333,315,2116.31,0.253251035,23,31754.29,34812.08833,83152,2410,1107.5,2369,12575.906,0.396038016,136.8333333,10871.14,9956.566667,27030,883,336.6666667,830,5051.956,0.464712624,68.66666667
82,18877.83,28030.9,62670,1160,650.6666667,1425,6634.111,0.351423389,115,15877.82,21909.55,38484,622,379.3333333,584,3789.25,0.23865052,61.33333333,44119.89,51824.5,120724,3429,1468.666667,3452,17036.485,0.386140695,204.3333333,10833.34,9847.765,23157.63,495,228.3333333,537,3794.83,0.350291784,31.66666667,5754.18,12920.6,24262,252,236.6666667,429,2792.984,0.485383495,41.83333333,5635.17,6568.181667,7147.38,248,158.3333333,162,1090.42,0.193502592,19,27091.69,30948.89833,75098,2239,959.6666667,2234,9855.808,0.363794507,124.5,14039.28,12442.93333,42158,1241,399,1312,5968.789,0.425149224,59.66666667
83,23967.54,28848.96667,65914,1455,695.8333333,1493,8776.926,0.366200536,114.6666667,12050.81,26071.76667,35524,575,480.5,540,1153.35,0.09570726,66.5,50984.64,58308.86667,122482,3792,1662,3483,20564.876,0.403354344,211.6666667,8076.36,10091.33333,19516.47,366,236.8333333,453,2869.36,0.355278863,34.33333333,5207.54,17153.23333,26624,256,312.3333333,468,2234.115,0.429015428,49.66666667,8085.06,9137.216667,14483.7,329,217.1666667,330,1972.8,0.24400561,21.66666667,30203.08,35186.62833,81144,2421,1100.5,2379,11356.755,0.376013142,131,16923.43,23055.96667,64992,1474,723.6666667,1989,7473.375,0.441599309,71.16666667
84,20371.81,21196.83333,54424,1115,513.1666667,1230,8433.784,0.413992866,108.3333333,16171.43,21332.68333,36795,650,397.1666667,563,3672.02,0.227068354,64,51936.97,44365.63333,124570,3586,1309.166667,3542,23449.484,0.451498884,201.6666667,8770.86,11733.2,22473.79,385,279.1666667,521,3406.4,0.388376966,33.83333333,6941.66,12254.4,22326,314,226.5,392,3328.269,0.479462981,44,8130.82,9276.648333,11334.43,318,222.8333333,257,2145.83,0.263913111,21.5,27121.86,25868.09833,65634,1899,766.5,1872,11666.338,0.430145204,121.8333333,16448.97,16821.4,51418,1278,536.5,1579,7864.71,0.47812781,70.66666667
86,36000.88,39229.73333,93316,1987,944.1666667,2070,14297.195,0.397134598,136.6666667,24940.66,38282.63333,46953,1089,711.1666667,737,4113.62,0.164936293,70.66666667,77785.97,82172.425,166600,5731,2423,4733,32687.666,0.42022573,232.1666667,14683.53,15589.51,31330.74,659,387.3333333,726,5290.06,0.360271679,40,13426.8,25053.26667,43270,521,453.3333333,765,7176.124,0.534462716,56.83333333,13367.11,12793.48833,23000.75,521,304.8333333,525,3636.39,0.272040104,23.16666667,47828.45,47820.99833,108706,3610,1623,3179,19856.37,0.415158133,130.5,22731.87,15892.2,58560,1792,512.8333333,1840,11112.631,0.488856878,66.66666667
89,18826.17,24018.23333,52468,1118,609.8333333,1217,6727.135,0.35732892,124.3333333,10419.67,21634.83333,32490,515,444.5,498,637.44,0.061176602,63.33333333,44159.9,54622.34833,107008,3277,1680.833333,3034,17714.196,0.401137593,229.1666667,9287.97,9715.431667,18133.78,437,243.8333333,422,2970.57,0.319829844,33.66666667,4730.21,11478.7,20602,227,215.6666667,365,2114.908,0.447106577,43,4697.37,6619.546667,7003.42,204,165.5,158,976.63,0.207909958,20.5,21274.27,26606.095,59714,1786,883.6666667,1728,7550.097,0.354893352,128.6666667,12020.05,12020.96667,31816,985,402,981,5474.683,0.455462581,73.16666667
91,26687.89,36791.2,84132,1668,867.5,1891,8986.994,0.336744269,129.8333333,18161.64,31588.85,45594,860,587.6666667,698,1787.49,0.098421178,69,58210.04,68681.93333,144492,4645,2042.666667,4182,21541.25,0.370060732,225.8333333,12447.02,15165.53,30865.84,587,364,716,4135.54,0.332251414,35.83333333,9799.4,16248.96667,31500,408,287.5,552,4969.261,0.507098496,48.33333333,7858.3,9710.043333,13235.98,342,228.1666667,302,1585.29,0.201734472,22.66666667,33367.81,42484.62833,92276,2828,1348.166667,2686,11505.078,0.344795718,133.5,12214.4,10374.4,33980,1029,344.3333333,1049,5388.492,0.44115896,64.66666667
95,15011.07,23991.13333,46332,1009,657,1067,4604.385,0.306732631,115.5,16890.71,22509.7,34711,735,438.6666667,531,2795.91,0.165529454,59.66666667,53255.34,52000.71333,119308,4074,1636,3417,21405.65,0.40194373,219.8333333,11865.31,12258.95167,24828.24,518,295,576,4469.85,0.376715821,38.33333333,5725.27,11337.66667,21016,258,219.6666667,371,2671.202,0.466563498,38.66666667,7818.26,8532.536667,10293.65,305,214.1666667,235,2171.27,0.277717804,21.33333333,20872.23,21805.82667,49908,1591,684.3333333,1400,8054.319,0.385886846,123,11392.23,8858.566667,29670,889,281.3333333,909,5447.45,0.478172403,59
96,26321.61,40538.96667,78592,1646,1060.333333,1725,8643.56,0.328382648,143.1666667,25939.23,42016.78333,65009,1151,852.1666667,1001,4010.3,0.154603664,71,77350.52,89225.68167,197174,5838,2701.166667,5769,31887.507,0.412246834,237.6666667,15246.35,14854.63167,36618.52,689,368.1666667,848,5380.59,0.352910041,40.66666667,10340.67,18950.5,36890,443,354.8333333,654,4959.852,0.479645129,58.16666667,11412.22,11759.80833,18152.86,454,287.1666667,414,2821.96,0.247275289,22.66666667,36267.65,38617.74667,95928,2772,1317.833333,2796,14435.874,0.398037204,136.5,16612.15,14712.335,48400,1347,472.8333333,1488,7582.338,0.456433273,74.33333333
97,38215.1,46080.2,92176,2271,1159.833333,2027,13390.802,0.350406044,158.3333333,34283.24,57063.2,92753,1551,1108.666667,1413,4673.59,0.13632288,72,81104.22,75815.19833,173140,5908,2309.666667,4796,33391.281,0.411708306,248.6666667,16261.32,15834.50333,33496.22,713,378.3333333,778,6075.07,0.373590213,41.5,9776.68,18024.3,28248,450,354,496,4361.166,0.446078423,50.83333333,14970.04,13837.53667,25148.29,593,329,571,3757.33,0.250989977,23.66666667,43581.75,48789.22667,109444,3277,1522.5,3135,17550.758,0.402708886,147,20535.65,24533.2,67842,1642,756,1938,9084.135,0.442359263,96.16666667
99,36911.93,43890,96798,2253,1037.666667,2139,13004.716,0.352317421,145.6666667,28592.56,50471.56667,64414,1231,906.6666667,988,5162.84,0.180565853,76.66666667,79856.1,86348.935,194958,6128,2465.666667,5505,30493.333,0.381853522,256.6666667,13941.87,18102.02667,34815.93,659,433.6666667,807,4439.88,0.318456563,38.66666667,10103.27,18813.5,31570,433,354.6666667,552,4844.979,0.479545632,50.83333333,11412.61,12922.22333,21272.13,494,312.6666667,487,2091.11,0.183228026,23.16666667,49454.41,50048.05,125600,3958,1607.166667,3694,19016.379,0.384523423,140.1666667,28068.1,23587.03333,91022,2198,724.5,2659,12710.275,0.452837029,88.5
101,31087.29,35873.33333,86746,1933,872.1666667,1964,10964.756,0.352708647,133.3333333,18523.3,35441.68333,48023,876,666.8333333,731,1679.96,0.090694423,70.33333333,67533.03,77961.69833,173178,5302,2366.166667,5019,25732.532,0.381036243,229,11380.81,15389.355,29066.3,548,375.8333333,670,3417.53,0.30028882,38.33333333,7182.93,18757.86667,30838,333,345.3333333,539,3150.027,0.438543463,51.5,10646.59,14304.59833,18450.83,464,353,417,2196.85,0.206343064,30.83333333,37714.76,44899.02,103634,3067,1408.666667,3004,13127.894,0.348083721,128.1666667,15530.89,18442.86667,50200,1374,614.5,1540,6538.489,0.42099899,79.16666667
102,46160.1,61264.66667,124158,2678,1531.166667,2818,17900.476,0.387791101,166,38632.8,55738.93333,94345,1523,1083.166667,1445,9476.42,0.245294672,71,116962.17,119695.6267,272248,8569,3692.333333,7963,48261.025,0.412620807,253.6666667,22385.08,19917.37667,47595.99,996,528,1101,7890.3,0.352480313,42.5,13927.64,20729.83333,38088,554,387.8333333,663,7212.191,0.517832957,54.16666667,17978.56,18707.62333,29410.29,681,452.5,671,5237.3,0.291308091,29,67263.27,62835.55333,170912,4777,2002.833333,5000,27720.107,0.41211358,147,22440.1,30142.33333,70654,1807,950,2060,9772.139,0.435476624,94
103,32847.02,37528.83333,97822,1819,883.8333333,2172,13089.938,0.398512194,127.1666667,23736.11,34015.86667,61862,862,625.5,952,6959.53,0.29320432,70.5,72689.6,72415.495,194810,5089,2092.5,5583,32874.281,0.452255632,208,15572.76,14897.01333,34282.08,680,353.3333333,792,5769.5,0.37048667,34.33333333,7675.15,16485.66667,28244,308,300.5,495,3951.567,0.514852088,44.5,13004.15,12919.99167,22817.8,510,314,520,3327.37,0.255869857,20.16666667,41396.13,44070.19333,110202,3103,1347.333333,3185,16644.126,0.402069614,132.8333333,16324,10455.06667,44228,1280,330.8333333,1373,7785.777,0.476952769,58.5
104,21856.78,24874.7,56146,1252,604.8333333,1283,8543.329,0.390877751,116.5,14052.31,22670.35,38190,546,408.6666667,592,3327.39,0.23678598,65.5,49937.79,56846.70333,131804,3601,1610.333333,3725,21123.158,0.422989443,212.5,9451.54,9810.826667,19702.42,406,242.8333333,458,3657.51,0.386975033,34.83333333,6432.51,14487.53333,20206,293,266.8333333,357,2930.1,0.455514255,47.5,7664.71,8875.158333,10320.65,306,219.8333333,235,2008.98,0.262107764,21,30118.28,33469.83333,76136,2307,1052.333333,2177,11790.494,0.391473019,135.5,11572.2,16435.03333,43006,857,473.5,1228,5383.099,0.465175075,77.16666667
105,42911.82,49464.16667,109570,2369,1181.666667,2448,17552.832,0.409044221,149.1666667,27587.76,59402.85,75949,1161,1047,1187,5127.17,0.185849449,75.83333333,70191.1,84662.235,146082,5349,2545.5,4167,28906.041,0.411819177,232.1666667,16182.59,19709.30833,37629.3,684,459.8333333,870,6293.85,0.388927236,40.16666667,11062.69,19484.9,34238,433,358.6666667,598,5813.395,0.525495607,51.83333333,11617.85,12817.795,21051.24,448,305.3333333,476,3111.38,0.267810309,20.66666667,50622.15,61925.76667,132694,3778,1942.333333,3843,20854.335,0.411960673,137.5,17789.19,20309.36667,54812,1425,655,1701,8581.451,0.48239695,68.16666667
106,19512,28256.23333,58020,1207,715,1310,6878.596,0.35253157,126,16711.5,28581.3,46831,723,588.1666667,711,2793.83,0.167180086,66.5,50807.52,62105.49,131600,3784,1812.833333,3670,20081.015,0.395237063,236.6666667,11598.57,12151.15,27617.58,535,315.5,642,4040.34,0.348348115,33.5,7577.72,14070.2,25454,341,264.6666667,446,3513.305,0.46363616,43.83333333,8871.7,10058.38667,16433.27,356,244.3333333,373,2125.2,0.239548226,20.5,26487.44,30113.22167,71078,2040,1001,2020,9784.161,0.369388699,128.1666667,15612.91,19751.9,54332,1321,641.1666667,1666,6869.893,0.440013617,80.5
107,18189.13,23862.8,51498,1067,589.1666667,1171,6875.438,0.377997078,116.1666667,14005.82,21649.95,34434,588,412.6666667,522,2597.86,0.18548432,64.5,45573.66,52671.96667,113684,3465,1588.666667,3231,18378.013,0.403259536,225,10361.2,10702.745,22014.9,466,260.3333333,510,3659.21,0.353164691,35.16666667,6307.98,11443.8,21390,264,217.1666667,378,3190.019,0.505711654,41.5,6861.8,8512.98,10476.61,281,209,239,1632.79,0.237953598,22.83333333,22361.02,26213.10167,59948,1758,825,1656,8395.152,0.375436899,127.3333333,10658.24,12671.73333,35160,846,410,1068,4978.265,0.467081338,68.33333333
108,27858.46,36042,81724,1606,897.8333333,1818,10812.56,0.388124828,135,16932.99,27950.66667,46207,708,503.8333333,715,3177.47,0.187649671,71.83333333,57256,63092.09333,147404,4141,1834.833333,4166,23859.767,0.416720815,230.5,13323.8,12710.895,29255.24,579,307.1666667,676,4883.07,0.366492292,35.66666667,9596.18,16057.73333,30058,382,301.8333333,526,4938.843,0.514667607,51.5,7875.37,10070.78333,13029.03,315,245,297,2008.89,0.255085158,24.66666667,43607.27,39932.33667,115974,3166,1313,3406,18368.791,0.421232308,133.6666667,16908.44,19538.86667,49840,1321,587.1666667,1436,7656.194,0.452803097,88.66666667
109,33799.7,51335.73333,101708,2057,1262.833333,2283,11721.796,0.346801776,151.1666667,17403.95,40000.85,52491,833,774.1666667,803,1497.57,0.086047708,72.33333333,73389.48,90268.59333,192074,5894,2694,5524,26838.221,0.365695751,236.8333333,12511.23,14655.21667,27527.62,583,356.3333333,638,4207.25,0.336277888,37,13194.68,22373.03333,43906,531,403.8333333,772,6753.383,0.511826206,62,8830.59,11682.35167,19846.57,382,281.3333333,443,1725.09,0.195353878,24,41763.64,52300.10333,122600,3556,1709.833333,3629,14536.545,0.348067003,137.1666667,18295.26,16129.6,47024,1591,540.8333333,1455,7679.457,0.419751181,70.66666667
110,30514.07,38416.53333,83196,1801,946.1666667,1841,11343.849,0.371757979,143.6666667,21117.1,32686.46667,57207,968,606.3333333,875,2710.73,0.128366584,69.33333333,63432.58,70743.93333,148702,5035,2111.666667,4203,24003.157,0.378404236,236.3333333,15059.39,16368.535,34911.91,670,388.3333333,809,5487.41,0.364384613,36.16666667,10687.7,18340.26667,32670,467,354.1666667,573,5216.51,0.488085369,48.5,13276.33,12469.33167,21672.06,544,297.8333333,494,3199.07,0.240960416,24.66666667,41363.88,41599.69167,105092,3130,1302.166667,3076,16245.591,0.392748238,134.3333333,16866.52,14352.36667,44098,1410,478.3333333,1365,7646.312,0.453342598,72
111,22790.8,26581.76667,65660,1314,639.5,1491,8758.128,0.384283483,124,18120.72,31462.26667,42936,801,586,656,2673.4,0.147532769,68.16666667,51858.2,57472.16333,141082,3785,1634.333333,4033,21267.855,0.410115565,211.3333333,9722.81,10004.19,19030.6,466,242.3333333,440,2884.68,0.296692006,36.16666667,5701.73,13525.33333,24852,237,252.1666667,440,2870.933,0.503519634,47.16666667,4751.22,7667.266667,8704.03,224,192,197,665.22,0.140010355,23.66666667,28986.28,28546.81833,74676,2196,884.5,2153,11305.137,0.390016829,129,13163.66,12305.5,40922,1122,401.5,1277,5849.913,0.44439867,70.66666667
112,16001.69,26952.36667,54558,1048,678.8333333,1251,5042.063,0.315095656,119.8333333,16103.48,28817.11667,44249,693,560.5,665,2932.9,0.182128335,64.66666667,54788.76,69009.59667,127068,4360,2091.833333,3687,21312.702,0.388997707,234.6666667,11129.33,12734.81,26216.92,485,303.6666667,608,4191.86,0.376649807,35.16666667,5587.22,12324.83333,23096,239,228.1666667,408,2831.441,0.506770988,42.5,5359.94,9965.348333,10926.53,228,241.5,247,1111.2,0.207315754,21.83333333,21595.37,26905.43333,58210,1762,852.6666667,1655,8075.331,0.373938071,124.3333333,11347.51,12998.53333,32304,938,434.8333333,993,5293.526,0.466492297,71.83333333
113,21575.7,34806.93333,67612,1467,887.8333333,1512,6267.023,0.290466729,143.5,19213.76,30015.53333,45399,814,570.3333333,691,3536.71,0.184071728,67.5,61371.8,70718.59,147256,4897,2201.666667,4286,22853.149,0.372372148,230.3333333,11604.38,14377.49833,28433.43,572,353.8333333,657,3329.15,0.286887365,38.16666667,6384.28,17162.33333,27008,315,336.5,476,2597.379,0.406839769,49.66666667,9663.04,13765.02833,22336.06,435,332.5,494,1537.29,0.159089686,25.33333333,30449.56,35414.11833,89152,2468,1104,2553,11219.325,0.368456063,134.6666667,14039.5,17363.63333,50578,1216,572.5,1578,6051.828,0.431057231,72.83333333
114,23690.65,31316.8,58322,1439,793.3333333,1351,8654.828,0.365326743,129.1666667,20859.16,33880.88333,45326,884,634.3333333,738,3960.7,0.189878212,68.83333333,52079.12,73945.68,128738,3929,2123.166667,3818,20832.421,0.400014843,245.3333333,9575.13,12781.005,22076.33,424,313.8333333,509,3556.36,0.371416367,37.16666667,8273.17,16103.76667,24434,353,298.6666667,431,4072.498,0.492253634,49.83333333,4488.19,6566.661667,7554.92,185,162,163,1078.19,0.240228243,18.16666667,30999.55,42234.13,77882,2466,1337.333333,2359,11985.666,0.38664,144.8333333,10432.04,18335.26667,38160,791,549.5,1063,4701.271,0.450656918,87.66666667
115,12970.21,16367.83333,35978,752,400.8333333,825,5023.787,0.387332742,78.16666667,12227.12,16584.98333,27342,477,302.1666667,434,3177.92,0.259907484,46.83333333,27324.99,27594.43167,70862,1967,836.1666667,2153,12056.227,0.441216154,136,6406.43,7603.923333,11386.82,299,191.3333333,260,2029.68,0.316819196,31.66666667,6964.99,7299.666667,16844,279,136.1666667,295,3694.48,0.530435794,28.5,1512.18,2101.206667,4449.4,70,51.5,95,309.93,0.204955759,8.166666667,19912.45,18173.265,44564,1667,633.6666667,1436,7592.191,0.381278597,104.8333333,6025.21,7212,17668,497,246,571,2807.144,0.465899778,55.33333333
117,22115.71,25430.5,60420,1232,642.1666667,1386,9138.043,0.413192387,114,14115.85,24295.1,35877,578,441.5,549,2963.54,0.209944141,65,49716.82,59352.16333,114004,3726,1782.333333,3246,20055.682,0.403398327,222.5,9877.1,10281.005,22878.7,433,246,530,3638.11,0.368337872,35.66666667,6592.99,14046.56667,23958,288,260.6666667,423,3222.549,0.488784148,45.33333333,6070.37,7699.53,8272.12,249,190.5,188,1505.37,0.247986531,19.66666667,27823.7,31322.25833,66608,2085,951.3333333,1877,10990.754,0.395014107,127,11008.02,12009.8,32590,892,384.1666667,1010,5145.297,0.467413486,62.66666667
118,28399.39,39298.8,84812,1737,961.1666667,1888,10120.291,0.356355929,136.1666667,19910.03,29594.31667,44883,840,534.1666667,687,3820,0.191863096,67.66666667,64609.17,72337.69667,154320,4881,2052.833333,4447,25816.226,0.399575262,238.6666667,12376.81,13619.38833,27104.71,539,321.3333333,629,4681.56,0.378252555,36,8820.05,19743.9,29664,396,365.3333333,520,4102.921,0.46518115,54,10108.61,12417.45,13747.88,414,299.1666667,312,2593.36,0.256549615,27.83333333,45414.54,45801.36333,118362,3348,1371,3447,18649.237,0.410644631,136.6666667,17441.63,21554.16667,56778,1373,651.5,1644,8041.514,0.461052895,87.66666667
119,17093.67,16305.53333,40282,982,433.3333333,910,6486.422,0.379463392,90.5,12181.39,19181.1,31708,522,365.3333333,484,2105.28,0.172827567,60.33333333,38712.17,45172.83333,88268,3162,1456,2529,13839.294,0.357492075,196.3333333,8523.07,9943.555,17260.98,395,253.5,402,2861.32,0.335714713,35.5,5359.66,8810,15778,258,178.6666667,278,2265.854,0.422760772,36.33333333,4262.05,4786.128333,7488.76,244,146.3333333,165,-190.7,-0.044743727,12.33333333,23965.75,22813.75333,56344,1908,749.8333333,1603,8676.354,0.362031399,110.1666667,8701.41,11993,29984,773,409.6666667,935,3739.999,0.429815283,69.5
121,36607.23,40200.2,98596,2163,959.8333333,2207,13379.011,0.365474552,139.6666667,23545.75,37181.55,59835,1003,678.6666667,911,4210.01,0.17880127,73.33333333,72743.37,80915.735,170872,5451,2285,4899,29315.362,0.402997029,234.6666667,17266.9,15921.21333,41051.51,796,378.8333333,949,5803.89,0.336128083,36.5,9519.32,17779.96667,32530,415,326,568,4433.735,0.465761735,52.5,11898.84,14002.185,22394.93,523,335.8333333,507,2167.83,0.182188348,23,38629.33,45459.895,105924,3036,1387.666667,3080,14712.591,0.380865808,136.1666667,17395.82,15769.86667,48500,1465,512.8333333,1494,7662.475,0.440477942,69.33333333
123,22213.31,30863.7,67014,1352,766.1666667,1495,7777.502,0.350128009,129.3333333,17371.34,27942.48333,37243,790,520.5,571,2307.6,0.132839493,67.66666667,65771.04,71086.095,161200,5003,2108.5,4572,25419.442,0.386483808,231.1666667,11881.89,13953.155,27737.59,548,333.1666667,641,3971.01,0.334206932,35.5,7951.86,12924.53333,25656,335,238.3333333,453,4006.797,0.503881733,42.83333333,8180.71,8379.633333,13727.88,355,203,312,1557.99,0.190446795,21.5,32637.72,33766.685,85020,2594,1063.5,2472,12318.372,0.377427467,132.3333333,14537.36,10318.56833,41020,1215,336.3333333,1265,6462.037,0.444512415,57.66666667
125,11955.33,14823.66667,33150,694,369.5,762,4566.987,0.382004261,79,9375.29,15157.13333,24194,397,289.3333333,370,1989.76,0.212234502,51.33333333,31788.81,35107.52833,72474,2303,1019.5,2034,13088.681,0.411738628,167.6666667,8729.33,7103.758333,14780.55,374,174,345,3427.79,0.392675039,29.16666667,4542.96,6872.566667,15186,185,127.3333333,265,2273.566,0.500459172,30.16666667,1725.67,2690.995,3239.28,117,74.83333333,72,-446.83,-0.258931314,9.166666667,17076.2,18398.82833,40656,1405,602.5,1191,6453.873,0.377945503,102.3333333,9147.12,8386.4,25310,765,269.5,792,4226.851,0.462096376,59.83333333
126,33000.75,41831.36667,91990,1834,1028.5,2031,13452.288,0.407635826,139.1666667,22329.64,30047.21667,54724,876,589.5,832,5419.31,0.242695807,66.66666667,81280.17,81621.7,181158,5969,2545.333333,5276,33999.227,0.418296701,233.8333333,16077.6,18373.895,37857.26,708,450.1666667,874,5951.95,0.370201398,38.83333333,10060.59,17704.86667,32066,431,338.6666667,560,4914.808,0.488520852,53.66666667,11264.99,12507.03667,19146.69,443,303,431,2945.24,0.261450743,22.33333333,43750.91,42902.62167,116674,3157,1371.833333,3429,18123.937,0.414252801,135.6666667,17022.96,17295.9,53030,1409,554.5,1619,7591.896,0.445979783,71.16666667
